"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU2196"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3762"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18611"	"d:Bacteria"	"p:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22250"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11063"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12864"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13773"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"f:Sinobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU7032"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Micromonosporaceae"	"UNKNOWN"	"UNKNOWN"
"OTU13020"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Micromonosporaceae"	"g:Luedemannella"	"UNKNOWN"
"OTU7692"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU23822"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18560"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU5522"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1723"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5832"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16774"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU698"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14843"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU7795"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2253"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU4086"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6177"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17970"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17188"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp6"	"g:Gp6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24877"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp6"	"g:Gp6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10783"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp1"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21547"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2797"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4899"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp18"	"g:Gp18"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20570"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8991"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1211"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14820"	"d:Bacteria"	"p:Chlamydiae"	"c:Chlamydiia"	"o:Chlamydiales"	"f:Parachlamydiaceae"	"g:Neochlamydia"	"UNKNOWN"
"OTU3031"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2891"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15886"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Labilitrichaceae"	"g:Labilithrix"	"UNKNOWN"
"OTU14032"	"d:Bacteria"	"p:Candidatus_Saccharibacteria"	"g:Saccharibacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9676"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9645"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27960"	"d:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"g:Gemmatimonas"	"UNKNOWN"
"OTU23106"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12737"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11708"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Sphingobacteriaceae"	"g:Solitalea"	"UNKNOWN"
"OTU5334"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4385"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13384"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU23971"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18385"	"d:Bacteria"	"p:candidate_division_WPS-1"	"g:WPS-1_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19140"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU18227"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU6192"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10395"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"g:Polyangium"	"UNKNOWN"
"OTU3579"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3570"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp3"	"g:Gp3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22334"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp16"	"g:Gp16"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17710"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp4"	"g:Gp4"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19006"	"d:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21529"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9036"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4918"	"d:Bacteria"	"p:Chloroflexi"	"c:Ktedonobacteria"	"o:Ktedonobacterales"	"f:Ktedonobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU3375"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18636"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU10926"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp4"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15803"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2623"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27013"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22344"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7687"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15475"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp16"	"g:Gp16"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3628"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25460"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12502"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU24185"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU10436"	"d:Bacteria"	"p:Armatimonadetes"	"g:Armatimonadetes_gp4"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4884"	"d:Bacteria"	"p:BRC1"	"g:BRC1_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13923"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7705"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12860"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4980"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4808"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1154"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11701"	"d:Bacteria"	"p:Armatimonadetes"	"g:Armatimonadetes_gp4"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2268"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10508"	"d:Bacteria"	"p:BRC1"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26626"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5745"	"d:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11842"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8564"	"d:Bacteria"	"p:Acidobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1027"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU7374"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9931"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11509"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU4028"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5143"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18034"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4946"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Zavarzinella"	"UNKNOWN"
"OTU1920"	"d:Bacteria"	"p:Cyanobacteria/Chloroplast"	"c:Cyanobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5002"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8071"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp3"	"g:Gp3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15314"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp4"	"g:Gp4"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25486"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7279"	"d:Bacteria"	"p:Cyanobacteria/Chloroplast"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1652"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"g:Spartobacteria_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3846"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12773"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10743"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2878"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6986"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7124"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7855"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26054"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6800"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Bacillaceae_1"	"UNKNOWN"	"UNKNOWN"
"OTU4092"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21137"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU18130"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15302"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10512"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28700"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Acetobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU10238"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22372"	"d:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria_Gp3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24522"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2661"	"d:Bacteria"	"p:Armatimonadetes"	"g:Armatimonadetes_gp5"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6880"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5375"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"f:Nocardioidaceae"	"g:Actinopolymorpha"	"UNKNOWN"
"OTU9385"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8435"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25434"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Aquisphaera"	"UNKNOWN"
"OTU2071"	"d:Bacteria"	"p:Verrucomicrobia"	"c:Subdivision3"	"g:Subdivision3_genera_incertae_sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19115"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21120"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14655"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26442"	"d:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Ferruginibacter"	"UNKNOWN"
"OTU15634"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU13558"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12664"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU17408"	"d:Bacteria"	"p:Armatimonadetes"	"c:Armatimonadia"	"o:Armatimonadales"	"f:Armatimonadaceae"	"g:Armatimonas/Armatimonadetes_gp1"	"UNKNOWN"
"OTU16732"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Gaiellales"	"f:Gaiellaceae"	"g:Gaiella"	"UNKNOWN"
"OTU6144"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7631"	"d:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"g:Gemmatimonas"	"UNKNOWN"
"OTU5346"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27934"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2192"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2683"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19020"	"d:Bacteria"	"p:Chlamydiae"	"c:Chlamydiia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7197"	"d:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Bacillaceae_1"	"g:Bacillus"	"UNKNOWN"
"OTU14177"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21569"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU27588"	"d:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24306"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15256"	"d:Bacteria"	"p:Gemmatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8675"	"d:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Acetobacteraceae"	"g:Roseomonas"	"UNKNOWN"
"OTU10596"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9581"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU20860"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3868"	"d:Bacteria"	"p:Planctomycetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9140"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4171"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU22273"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3991"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Actinomycetales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20525"	"d:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Legionellaceae"	"g:Legionella"	"UNKNOWN"
"OTU10656"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Zavarzinella"	"UNKNOWN"
"OTU10035"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14705"	"d:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17026"	"d:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19014"	"d:Bacteria"	"p:Planctomycetes"	"c:Planctomycetia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU3368"	"d:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
