"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU7510"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:Unknown_Family"	"g:Blastocatella"	"UNKNOWN"
"OTU10163"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:KD3-10"	"UNKNOWN"	"UNKNOWN"
"OTU27508"	"k:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU10904"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17441"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10566"	"k:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Paenibacillaceae"	"g:Paenibacillus"	"s:Paenibacillus_sp._BJC15-C18"
"OTU20151"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12023"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:Pla1_lineage"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17542"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU8218"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:mle1-27"	"UNKNOWN"	"UNKNOWN"
"OTU18033"	"k:Bacteria"	"p:Chloroflexi"	"c:Anaerolineae"	"o:Anaerolineales"	"f:Anaerolineaceae"	"UNKNOWN"	"UNKNOWN"
"OTU28958"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Coxiella"	"UNKNOWN"
"OTU26730"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU21500"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU15063"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:P3OB-42"	"UNKNOWN"	"UNKNOWN"
"OTU11075"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_25"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6868"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24493"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4052"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Rhodospirillales_Incertae_Sedis"	"g:Reyranella"	"UNKNOWN"
"OTU1660"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"f:Bdellovibrionaceae"	"g:Bdellovibrio"	"UNKNOWN"
"OTU18491"	"k:Bacteria"	"p:Candidate_division_OP3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18396"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25334"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16317"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13950"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19386"	"k:Bacteria"	"p:Acidobacteria"	"c:Holophagae"	"o:Subgroup_7"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8091"	"k:Bacteria"	"p:Acidobacteria"	"c:Subgroup_22"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16316"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12483"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:KCM-B-60"	"UNKNOWN"	"UNKNOWN"
"OTU3865"	"k:Bacteria"	"p:Cyanobacteria"	"c:Cyanobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10326"	"k:Bacteria"	"p:Candidate_division_OP3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18197"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Solirubrobacterales"	"f:480-2"	"UNKNOWN"	"UNKNOWN"
"OTU5975"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:S-70"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24326"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"f:Parachlamydiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU8771"	"k:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5886"	"k:Bacteria"	"p:Planctomycetes"	"c:Pla4_lineage"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26150"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6273"	"k:Bacteria"	"p:Nitrospirae"	"c:Nitrospira"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12904"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12892"	"k:Bacteria"	"p:Actinobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19511"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14110"	"k:Bacteria"	"p:Candidate_division_OP3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU29448"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17222"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2363"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Caulobacterales"	"f:Hyphomonadaceae"	"g:Woodsholea"	"UNKNOWN"
"OTU6241"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20793"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU20450"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Micromonosporales"	"f:Micromonosporaceae"	"UNKNOWN"	"UNKNOWN"
"OTU17869"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Saprospiraceae"	"UNKNOWN"	"UNKNOWN"
"OTU20302"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Desulfobacterales"	"f:Nitrospinaceae"	"g:Candidatus_Entotheonella"	"UNKNOWN"
"OTU8073"	"k:Bacteria"	"p:Cyanobacteria"	"c:ML635J-21"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5558"	"k:Bacteria"	"p:Acidobacteria"	"c:Subgroup_22"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16777"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:P3OB-42"	"UNKNOWN"	"UNKNOWN"
"OTU8242"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3792"	"k:Archaea"	"p:Woesearchaeota_[DHVEG-6]"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16387"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU29313"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13751"	"k:Bacteria"	"p:Bacteroidetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4302"	"k:Bacteria"	"p:Planctomycetes"	"c:OM190"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8365"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"g:Pedomicrobium"	"UNKNOWN"
"OTU11399"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Verrucomicrobiae"	"o:Verrucomicrobiales"	"f:Verrucomicrobiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU4949"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25127"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4249"	"k:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU15025"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU6838"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8695"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU4638"	"k:Bacteria"	"p:SM2F11"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4737"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU14339"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:DB1-14"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14986"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU3588"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"f:Xanthomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU8119"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:P3OB-42"	"UNKNOWN"	"UNKNOWN"
"OTU6219"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:PHOS-HE51"	"UNKNOWN"	"UNKNOWN"
"OTU9163"	"k:Bacteria"	"p:Chloroflexi"	"c:Ardenticatenia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11742"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU18194"	"k:Bacteria"	"p:Verrucomicrobia"	"c:S-BQ2-57_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2890"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Verrucomicrobia_Incertae_Sedis"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21776"	"k:Bacteria"	"p:Actinobacteria"	"c:TakashiAC-B11"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6036"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:CCM11a"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24576"	"k:Bacteria"	"p:Cyanobacteria"	"c:Melainabacteria"	"o:Vampirovibrionales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9654"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU9161"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:mle1-27"	"UNKNOWN"	"UNKNOWN"
"OTU16315"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9619"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13698"	"k:Bacteria"	"p:Acidobacteria"	"c:Subgroup_22"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28696"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10891"	"k:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"g:Gemmatimonas"	"UNKNOWN"
"OTU13594"	"k:Bacteria"	"p:Cyanobacteria"	"c:Melainabacteria"	"o:Vampirovibrionales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28955"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU6762"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU13030"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU19036"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24310"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20292"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU16041"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"f:Bdellovibrionaceae"	"g:Bdellovibrio"	"UNKNOWN"
"OTU8186"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:MSB-4B10"	"UNKNOWN"	"UNKNOWN"
"OTU16137"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:JG37-AG-20"	"UNKNOWN"	"UNKNOWN"
"OTU12414"	"k:Bacteria"	"p:Cyanobacteria"	"c:Melainabacteria"	"o:Obscuribacterales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9620"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:Phycisphaerales"	"f:Phycisphaeraceae"	"g:AKYG587"	"UNKNOWN"
"OTU12871"	"k:Bacteria"	"p:Cyanobacteria"	"c:Melainabacteria"	"o:Obscuribacterales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8523"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"f:Oligoflexaceae"	"UNKNOWN"	"UNKNOWN"
"OTU10753"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13816"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:NKB5"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3608"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Pseudonocardiales"	"f:Pseudonocardiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU21459"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8710"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU12340"	"k:Bacteria"	"p:Omnitrophica"	"c:NPL-UPA2"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5023"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU6220"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU18097"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7569"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Verrucomicrobiae"	"o:Verrucomicrobiales"	"f:Verrucomicrobiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU9625"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU6083"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13530"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Oligoflexales"	"f:Oligoflexaceae"	"UNKNOWN"	"UNKNOWN"
"OTU16663"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Nitrosomonadales"	"f:Nitrosomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU3891"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12323"	"k:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11672"	"k:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:S0134_terrestrial_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8777"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Legionellales"	"f:Coxiellaceae"	"g:Aquicella"	"UNKNOWN"
"OTU27502"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU19286"	"k:Bacteria"	"p:Elusimicrobia"	"c:Elusimicrobia"	"o:Lineage_IV"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10079"	"k:Bacteria"	"p:Gemmatimonadetes"	"c:Gemmatimonadetes"	"o:Gemmatimonadales"	"f:Gemmatimonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2154"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:MND8"	"UNKNOWN"	"UNKNOWN"
"OTU6744"	"k:Bacteria"	"p:Chloroflexi"	"c:Anaerolineae"	"o:Anaerolineales"	"f:Anaerolineaceae"	"UNKNOWN"	"UNKNOWN"
"OTU26731"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:Pla1_lineage"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14511"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4826"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:TRA3-20"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2159"	"k:Bacteria"	"p:Latescibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU11959"	"k:Archaea"	"p:Euryarchaeota"	"c:Thermoplasmata"	"o:Thermoplasmatales"	"f:Marine_Group_II"	"UNKNOWN"	"UNKNOWN"
"OTU4494"	"k:Bacteria"	"p:Cyanobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3380"	"k:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20106"	"k:Bacteria"	"p:Elusimicrobia"	"c:Elusimicrobia"	"o:Lineage_IIc"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7644"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Phaselicystidaceae"	"g:Phaselicystis"	"UNKNOWN"
"OTU3742"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19472"	"k:Bacteria"	"p:Elusimicrobia"	"c:Elusimicrobia"	"o:MVP-88"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU13707"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rickettsiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20451"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU9305"	"k:Bacteria"	"p:TM6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU5304"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU7663"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:env.OPS_17"	"UNKNOWN"	"UNKNOWN"
"OTU23566"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"f:Bdellovibrionaceae"	"g:Bdellovibrio"	"UNKNOWN"
"OTU12322"	"k:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10371"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:RB41"	"UNKNOWN"	"UNKNOWN"
"OTU7989"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:Phycisphaerales"	"f:Phycisphaeraceae"	"g:SM1A02"	"UNKNOWN"
"OTU8764"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Phaselicystidaceae"	"g:Phaselicystis"	"UNKNOWN"
"OTU7748"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU8232"	"k:Bacteria"	"p:Firmicutes"	"c:Erysipelotrichia"	"o:Erysipelotrichales"	"f:Erysipelotrichaceae"	"g:Asteroleplasma"	"UNKNOWN"
"OTU8974"	"k:Bacteria"	"p:Chloroflexi"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17629"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"f:Bdellovibrionaceae"	"g:Bdellovibrio"	"UNKNOWN"
"OTU19792"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"f:Bdellovibrionaceae"	"g:Bdellovibrio"	"UNKNOWN"
"OTU4298"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Nitrosomonadales"	"f:Nitrosomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2559"	"k:Bacteria"	"p:Latescibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17395"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU22292"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Rhodospirillaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2097"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20690"	"k:Bacteria"	"p:Chloroflexi"	"c:Chloroflexia"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10076"	"k:Bacteria"	"p:Microgenomates"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU28959"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Desulfobacterales"	"f:Nitrospinaceae"	"g:Candidatus_Entotheonella"	"UNKNOWN"
"OTU26036"	"k:Bacteria"	"p:Chlamydiae"	"c:Chlamydiae"	"o:Chlamydiales"	"f:Simkaniaceae"	"g:Candidatus_Rhabdochlamydia"	"UNKNOWN"
